factory_name,allegation_count,latest_date,total_affected,all_issues,buyers,label_child_labour,label_forced_labour,label_discrimination,label_freedom_of_association,label_working_hours,label_compensation,label_osh,label_contracts,factory_lower,os_id,osh_name_matched,match_score
Rainbowtec Myanmar,1,2024-02-24,1000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Denial of leave', 'Child labour', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Leo Workwear (Buyer),1,1,1,0,1,1,1,0,rainbowtec myanmar,,,
Rui Xin Shoes,1,2023-08-23,1300.0,"['Unsafe working conditions', 'Harassment intimidation and abuse', 'Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime']",,0,1,1,0,1,0,1,0,rui xin shoes,MM2023264B8N2TH,MYANMAR RUI XIN SHOES COMPANY LIMITED,90.0
Rui-Ning,1,2021-11-23,0.0,"['Attacks on freedom of association', 'Harassment intimidation and abuse', 'Business-military collusion']","Bestseller (Former buyer),Inditex (Former buyer)",0,1,0,1,0,0,0,0,rui-ning,MM2019083E1QNN1,Rui-Ning ( Myanmar ) Garment Co Ltd,90.0
Runningtex,1,2022-09-11,0.0,['Unsafe working conditions'],,0,0,0,0,0,0,1,0,runningtex,,,
S.H United Company,1,2024-08-21,1200.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Colin's (Buyer),0,1,1,1,1,1,1,1,s.h united company,MM201910780NN99,S.H.UNITED COMPANY LIMITED,95.0
S.M Myanmar Garment,5,2024-02-02,1401.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Business-military collusion', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","House (part of LPP S.A) (Reported buyer),LPP Spółka Akcyjna (Reported buyer),Mayoral (Buyer); Mayoral (Buyer)",0,1,1,0,1,1,1,1,s.m myanmar garment,,,
SQI Star Garment,1,2024-08-21,700.0,"['Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,0,1,0,sqi star garment,,,
SYSMM Apparel Manufacturing,2,2023-10-12,1800.0,"['Denial of leave', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']","Bershka (part of Inditex) (Reported buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),Mohito (part of LPP S.A.) (Buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Reported buyer); Bershka (part of Inditex) (Buyer),Inditex (Buyer),LPP Spółka Akcyjna (Buyer),Mohito (part of LPP S.A.) (Buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Buyer)",0,0,1,0,1,1,0,0,sysmm apparel manufacturing,MM2025087Q9JC0G,"SYSMM Apparel Manufacturing Co., Ltd",95.0
Sam Clothing,1,2023-10-23,500.0,['Reduced wages and wage theft'],"Inditex (Buyer),LC Waikiki (Former buyer),Zara (part of Inditex) (Buyer)",0,0,0,0,0,1,0,0,sam clothing,MM2020057X3A7XR,"SAM CLOTHING (MYANMAR) CO., LTD",90.0
San Yuan Oversea (2) Myanmar,1,2024-02-07,0.0,['Reduced wages and wage theft'],"Inditex (Reported buyer),Stradivarius (part of Inditex) (Reported buyer)",0,0,0,0,0,1,0,0,san yuan oversea (2) myanmar,,,
Sanyuan Oversea (Myanmar),2,2023-05-06,3300.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Inditex (Buyer),Mango (Buyer),Piazza Italia (Buyer),Stradivarius (part of Inditex) (Buyer),adidas (Reported buyer)",0,1,1,0,1,1,1,0,sanyuan oversea (myanmar),MM2021120ZTWGFP,SANYUAN OVERSEA (MYANMAR) APPAREL MANUFACTURING CO.LTD,90.0
Saung Oo Shwe Nay (Golden Sunshine),5,2024-05-20,3632.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Unfair dismissal', 'Harassment intimidation and abuse']","Hennes & Mauritz (H&M) (Former buyer),New Yorker (Buyer)",0,1,1,1,1,0,0,0,saung oo shwe nay (golden sunshine),MM2020084R0XZYW,SAUNG OO SHWE NAY(GOLDEN SUNSHINE) Company Limited,95.0
Sen Yu/Zhejian Newway (Myanmar),8,2024-09-12,6260.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Surveillance', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","LC Waikiki (Buyer),LPP Spółka Akcyjna (Reported buyer),New Yorker (Buyer),Reserved (part of LPP Spółka Akcyjna) (Reported buyer),Sinsay (part of LPP S.A.) (Reported buyer),Teddy Group (Buyer),Terranova (Buyer); LC Waikiki (Former buyer),LPP Spółka Akcyjna (Reported buyer),New Yorker (Buyer),Sinsay (part of LPP S.A.) (Reported buyer),Terranova (Buyer); LC Waikiki (Former buyer),New Yorker (Buyer)",0,1,1,1,1,1,1,1,sen yu/zhejian newway (myanmar),,,
Sewell Garment Myanmar,2,2024-02-02,1000.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,1,1,1,1,0,sewell garment myanmar,,,
Sheng Da Ming Apparel,3,2024-01-31,18.0,"['Unsafe working conditions', 'Unfair dismissal', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']","Calliope (Buyer),Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer); Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)",0,0,0,0,1,1,1,0,sheng da ming apparel,,,
Sheng Mei,3,2024-06-21,801.0,"['Attacks on freedom of association', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Harassment intimidation and abuse']","Bestseller (Buyer),Lidl (Former buyer),New Yorker (Buyer),OVS SpA (Former buyer),Shimamura (Buyer); Bestseller (Buyer),LPP Spółka Akcyjna (Buyer),Lidl (Buyer),New Yorker (Buyer),Shimamura (Buyer),Sinsay (part of LPP S.A.) (Buyer)",0,1,0,1,1,1,0,0,sheng mei,MM2021175EWJHF8,Sheng Mei Garment Company Limited,90.0
Shi An (Myanmar),1,2024-02-02,800.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bestseller (Buyer),Jack & Jones (part of Bestseller) (Buyer)",0,1,1,0,1,1,1,0,shi an (myanmar),MM2023117BPTJ6X,"Shi An (Myanmar) Garment Co., Ltd.",90.0
Shin Han,2,2023-10-26,2.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions']",,0,0,0,0,1,1,1,0,shin han,,,
Shinsung Garment,1,2023-07-10,4000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Lidl (Reported buyer),Shinsung Tongsang (Buyer)",0,1,1,0,1,1,1,0,shinsung garment,,,
Shuangxi (Myanmar) Garment,3,2023-12-14,1800.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Business-military collusion', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",JAKO (Former buyer),0,1,1,1,1,1,1,1,shuangxi (myanmar) garment,MM2023066V0VTFC,SHUANGXI (MYANMAR) GARMENT LIMITED,95.0
Shunrong Garments (Myanmar),4,2024-04-23,1100.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Child labour', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",CMP Sport (Buyer); CMP Sport (Reported buyer),1,1,1,0,1,1,1,0,shunrong garments (myanmar),MM2025087T5E605,"Shunrong Garments Myanmar Co., Ltd",95.0
Shwe Myanmar Standard,1,2023-07-13,120.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']","Frasers Group (Buyer),Slazenger (part of Frasers Group) (Buyer)",0,0,0,0,1,1,0,0,shwe myanmar standard,,,
Sincere Season,1,2024-08-03,2000.0,"['Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bestseller (Reported buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),New Yorker (Buyer),Pull & Bear (part of Inditex) (Reported buyer),Sinsay (part of LPP S.A.) (Buyer),Vero Moda (part of Bestseller) (Reported buyer)",1,1,1,0,1,0,1,1,sincere season,MM202508777CM33,"Sincere Season (Myanmar) Garment Co., Ltd",90.0
Sinoproud Thein Wa,2,2023-04-05,2600.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions']","Bestseller (Reported buyer),Inditex (Reported buyer),Jennyfer (Buyer),ONLY (part of Bestseller) (Reported buyer),Zara (part of Inditex) (Reported buyer)",0,0,1,0,1,1,1,1,sinoproud thein wa,,,
Sioen Industries,5,2022-09-15,900.0,"['Attacks on freedom of association', 'Denial of permanent contracts', 'Business-military collusion', 'Unfair dismissal', 'Imprisonment arrests & detention']",Sioen Industries (Buyer),0,0,0,1,0,0,0,1,sioen industries,,,
Solamoda Garment Group,1,2021-12-24,1200.0,['Reduced wages and wage theft'],Fast Retailing (Buyer),0,0,0,0,0,1,0,0,solamoda garment group,,,
Spring Moon Garment Manufacturing,1,2021-07-31,0.0,['Unsafe working conditions'],,0,0,0,0,0,0,1,0,spring moon garment manufacturing,MM2024022M0TZK6,Spring Moon Garment Manufacturing Company Limited,95.0
Springair Ace,1,2023-03-02,0.0,['Unfair dismissal'],"Hush Puppies (part of Wolverine Worldwide) (Buyer),Matalan (Former buyer),Polo Club (Buyer),RILEY Boutique (Buyer),Tom Tailor (Former buyer),Topvalu Collection (part of AEON) (Buyer),Wolverine Worldwide (Buyer)",0,0,0,0,0,0,0,0,springair ace,,,
Star Sandar Garment,1,2024-10-11,800.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,1,1,0,star sandar garment,MM2024022PGT3FR,"Star Sandar Garment & General Economic Co-op Society, Ltd.",90.0
Straightex,1,2024-10-18,800.0,"['Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Harassment intimidation and abuse']",,0,1,1,0,1,0,0,0,straightex,,,
Su Zhong Garment,1,2024-02-03,400.0,"['Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bonprix (part of Otto Group) (Reported buyer),LPP Spółka Akcyjna (Reported buyer),Otto (Reported buyer),Reserved (part of LPP Spółka Akcyjna) (Reported buyer)",0,1,1,0,1,0,1,1,su zhong garment,,,
Sudey Industrial Myanmar,1,2023-08-11,1000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,1,1,1,sudey industrial myanmar,MM2025087CV1W5V,"Sudey Industrial Myanmar Co., Ltd",95.0
Sun Apparel Myanmar,4,2024-02-20,300.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Business-military collusion', 'Unfair dismissal', 'Imprisonment arrests & detention']","ALDI South (Former buyer),JAKO (Former buyer)",0,0,1,0,1,1,0,0,sun apparel myanmar,MM20191761AJ6MB,"Sun Apparel Myanmar Co.,Ltd. Sam 3",90.0
Sun Good,1,2024-03-14,0.0,['Gender-based violence and harassment'],,0,0,1,0,0,0,0,0,sun good,MM2025087ESPAHA,Sun Good Garment (Myanamar),90.0
Sung Bo Garment Factory,2,2023-06-10,152.0,"['Attacks on freedom of association', 'Business-military collusion', 'Unfair dismissal', 'Reduced wages and wage theft']","CMP Sport (Buyer),Lidl (Former buyer)",0,0,0,1,0,1,0,0,sung bo garment factory,,,
Sunkid Myanmar Garment,1,2023-08-07,0.0,"['Denial of leave', 'Unfair dismissal']",,0,0,0,0,1,0,0,0,sunkid myanmar garment,,,
Sunrise Myanmar,5,2024-10-04,5200.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Adastria (Former buyer),Hennes & Mauritz (H&M) (Reported buyer),Honeys Holdings (Buyer),OVS SpA (Reported buyer),Shimamura (Buyer),Topvalu Collection (part of AEON) (Reported buyer),United Athle (Former buyer); Hennes & Mauritz (H&M) (Reported buyer),Honeys Holdings (Buyer),OVS SpA (Reported buyer),Shimamura (Buyer),Topvalu Collection (part of AEON) (Reported buyer),United Athle (Former buyer)",0,1,1,1,1,1,1,1,sunrise myanmar,,,
Suntime JCK Co.,2,2024-03-15,1001.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Killings', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Strauss (Buyer); Strauss Group (Buyer),0,1,1,1,1,1,1,0,suntime jck co.,,,
Suzhou Silk Fashion,1,2023-03-16,1000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Denial of permanent contracts', 'Unfair dismissal', 'Harassment intimidation and abuse']",Hennes & Mauritz (H&M) (Buyer),0,1,1,0,0,1,0,1,suzhou silk fashion,,,
Sx Sxuang Xi,1,2023-04-01,2000.0,"['Denial of leave', 'Harassment intimidation and abuse', 'Gender-based violence and harassment']",JAKO (Buyer),0,1,1,0,1,0,0,0,sx sxuang xi,,,
Synergy Garment,3,2024-03-24,2800.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Surveillance', 'Harassment intimidation and abuse']","Gémo (Buyer),LPP Spółka Akcyjna (Reported buyer),Lidl (Former buyer),Mango (Former buyer),New Yorker (Buyer),Sinsay (part of LPP S.A.) (Reported buyer); Gémo (Buyer),LPP Spółka Akcyjna (Reported buyer),Lidl (Former buyer),Mango (Reported buyer),New Yorker (Buyer),Sinsay (part of LPP S.A.) (Reported buyer)",0,1,1,1,1,1,0,0,synergy garment,MM201932296VG18,Myanmar Synergy Garment Company Limited,90.0
TV,1,2024-10-22,0.0,"['Denial of leave', 'Unsafe working conditions', 'Reduced wages and wage theft']","Clique (part of New Wave Group) (Buyer),New Wave Group (Buyer)",0,0,0,0,1,1,1,0,tv,,,
Tai Hong,3,2024-09-07,2900.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Frasers Group (Buyer),New Yorker (Buyer),Sports Direct (part of Frasers Group) (Buyer); Frasers Group (Buyer),New Yorker (Buyer)",0,1,1,1,1,1,1,1,tai hong,MM2020135ZRB5EW,Tai Hong Garment Company Limited,90.0
Tain Yu,1,2023-06-29,0.0,"['Attacks on freedom of association', 'Unsafe working conditions', 'Inhumane work rates and mandatory overtime']",,0,0,0,1,1,0,1,0,tain yu,,,
Takashima Sports,1,2023-11-14,200.0,"['Attacks on freedom of association', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions']","Amer (Former buyer),Arcteryx (Former buyer),Montbell (Buyer)",0,0,0,1,1,1,1,0,takashima sports,MM2019087DJ4RTA,Takashima Sports Company Ltd,90.0
Tan Da Garment Factory,1,2023-02-04,400.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal']",Tendam (Reported buyer),0,0,1,0,1,1,0,0,tan da garment factory,,,
Ten Da Garment,2,2024-09-27,1000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","DeFacto (Buyer),LC Waikiki (Buyer),LPP Spółka Akcyjna (Buyer),Mohito (part of LPP S.A.) (Buyer),Reserved (part of LPP Spółka Akcyjna) (Buyer),Sonae (Buyer),Tendam (Reported buyer),MO (part of Sonae Group) (Reported Buyer),Sonae Group (Reported Buyer); LPP Spółka Akcyjna (Reported buyer),Mohito (part of LPP S.A.) (Reported buyer),Tendam (Reported buyer)",0,1,1,0,1,1,1,0,ten da garment,,,
Textile Palace,2,2022-03-15,5000.0,"['Denial of leave', 'Unfair dismissal', 'Inhumane work rates and mandatory overtime']","Hennes & Mauritz (H&M) (Buyer),Kiabi (Buyer),OVS SpA (Former buyer)",0,0,0,0,1,0,0,0,textile palace,MM20191072N88J7,"Textile palace Co.,ltd",90.0
Textile Palace 2,1,2024-10-11,700.0,['Reduced wages and wage theft'],"LPP Spółka Akcyjna (Buyer),Sinsay (part of LPP S.A.) (Buyer),TROLLKIDS (Buyer)",0,0,0,0,0,1,0,0,textile palace 2,,,
Tha Shu Myanmar Apparel,5,2024-07-03,4310.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,1,1,0,tha shu myanmar apparel,,,
Thukha Aung,1,2022-09-10,24.0,"['Harassment intimidation and abuse', 'Reduced wages and wage theft']",,0,1,0,0,0,1,0,0,thukha aung,,,
Ti Garment (Myanmar),1,2022-08-02,25.0,"['Business-military collusion', 'Unfair dismissal']",,0,0,0,0,0,0,0,0,ti garment (myanmar),MM2020037BMADYW,Futeli Garment (Myanmar),90.0
Tianjin Fashion Milestone,14,2024-10-10,10801.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Surveillance', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bestseller (Buyer),Inditex (Reported buyer),LC Waikiki (Buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Buyer),Primark (part of Associated British Foods) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Vero Moda (part of Bestseller) (Buyer),Zara (part of Inditex) (Reported buyer); Bestseller (Buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Buyer),Primark (part of Associated British Foods) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Vero Moda (part of Bestseller) (Buyer),Zara (part of Inditex) (Reported buyer)",0,1,1,1,1,1,1,0,tianjin fashion milestone,MM20211548EHNBG,"Tianjin Fashion Milestone Co., Ltd.",95.0
Toe Tet Garment,1,2024-07-10,160.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Denial of leave', 'Child labour', 'Unfair dismissal', 'Harassment intimidation and abuse']",,1,1,1,0,1,1,0,0,toe tet garment,,,
Tong Ying HK (Garment),2,2024-03-16,10000.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Harassment intimidation and abuse']",Hennes & Mauritz (H&M) (Buyer),0,1,0,0,1,1,0,0,tong ying hk (garment),,,
Top Class,1,2023-10-08,2000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']",FieldCore (Buyer),0,1,1,0,1,1,1,1,top class,,,
Topline Global,4,2023-01-12,1504.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Creaciones Selene (Buyer),New Yorker (Buyer)",0,1,1,1,1,1,1,1,topline global,MM2025087TFHE5Z,Topline Global Co.Ltd,90.0
Trinity Apparel Garment,2,2022-05-15,1000.0,"['Attacks on freedom of association', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Harassment intimidation and abuse']",,0,1,0,1,1,1,0,0,trinity apparel garment,,,
Tristate Myanmar,4,2024-07-29,3002.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Business-military collusion', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","C.P. Company (Buyer),Max Mara Fashion Group (Buyer),Nautica (Buyer),New Look (Former buyer),Otto (Former buyer); Otto (Former buyer)",0,1,1,0,1,1,1,0,tristate myanmar,MM2019107MZ33MV,Tristate Myanmar Co. Ltd,90.0
Twinkle Light Myanmar,1,2021-07-10,100.0,"['Denial of permanent contracts', 'Unfair dismissal']","Carrefour (Former buyer),Lidl (Buyer),Mango (Buyer),Matalan (Buyer),Primark (part of Associated British Foods) (Buyer)",0,0,0,0,0,0,0,1,twinkle light myanmar,,,
U&G,1,2024-08-29,100.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Adastria (Buyer),Allied Feather and Down (Reported buyer),DoClasse (Buyer),Limonta (Reported buyer)",0,1,1,0,1,1,1,0,u&g,MM2020043AVRFSA,"Dong Yu Garment Co., Ltd.",90.0
UNIFA Handbag Myanmar,2,2022-11-17,3.0,"['Unsafe working conditions', 'Unfair dismissal', 'Reduced wages and wage theft']","Juicy Couture (part of Authentic Brands Group) (Buyer),Koltov (Buyer),LPP Spółka Akcyjna (Buyer),Primark (part of Associated British Foods) (Buyer)",0,0,0,0,0,1,1,0,unifa handbag myanmar,MM2022351HTG43B,Unifa Handbag Myanmar Co Ltd,95.0
Universal Apparel,3,2024-10-31,3200.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Child labour', 'Unsafe working conditions', 'Harassment intimidation and abuse']","El Corte Inglés (Buyer),Mango (Former buyer),Moores (Buyer),Pronto Uomo (Buyer),Sfera (Buyer); El Corte Inglés (Buyer),Mango (Buyer),Moores (Buyer)",1,1,1,1,1,1,1,0,universal apparel,MM2021120B04MNT,UNIVERSAL APPAREL CO LTD,95.0
VHT Garment,1,2023-12-03,400.0,"['Unfair dismissal', 'Reduced wages and wage theft']",Hennes & Mauritz (H&M) (Reported buyer),0,0,0,0,0,1,0,0,vht garment,,,
Vicsong,1,2024-04-13,2000.0,"['Unsafe working conditions', 'Harassment intimidation and abuse']","s.Oliver (part of s.Oliver Group) (Buyer),s.Oliver Group (Buyer)",0,1,0,0,0,0,1,0,vicsong,,,
W&F Group,3,2023-09-05,800.0,"['Denial of leave', 'Unsafe working conditions', 'Unfair dismissal', 'Inhumane work rates and mandatory overtime']","Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)",0,0,0,0,1,0,1,0,w&f group,,,
WHM Myanmar,3,2024-05-14,1100.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Calliope (Buyer),OVS SpA (Former buyer),Promod (Buyer)",0,1,1,0,1,1,1,0,whm myanmar,,,
Wai Hua,2,2024-02-23,1200.0,"['Denial of leave', 'Unfair dismissal', 'Inhumane work rates and mandatory overtime']","Hang Ten (Buyer),LPP Spółka Akcyjna (Buyer),Mohito (part of LPP S.A.) (Buyer),Tendam (Buyer)",0,0,0,0,1,0,0,0,wai hua,,,
Wei Ye,1,2023-04-15,300.0,"['Unsafe working conditions', 'Reduced wages and wage theft']",,0,0,0,0,0,1,1,0,wei ye,,,
Welcomebine Leather Myanmar,1,2024-02-28,500.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Harassment intimidation and abuse']",Parfois (Buyer),0,1,1,0,1,1,0,1,welcomebine leather myanmar,,,
Wi Ye Garment Factory,1,2022-10-29,300.0,"['Denial of leave', 'Unsafe working conditions', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",Calliope (Buyer),0,0,0,0,1,1,1,0,wi ye garment factory,,,
Win & Win,1,2023-05-24,110.0,['Reduced wages and wage theft'],,0,0,0,0,0,1,0,0,win & win,MM2025087S2EY6Z,"Win & Win Co., Ltd",90.0
Wonderful Apparel,6,2024-09-18,1950.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Child labour', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Colin's (Buyer),Encuentro (Buyer),Kiabi (Reported buyer),New Yorker (Buyer),OCHNIK (Buyer),Pimkie (part of Association Familiale Mulliez) (Reported buyer),TROLLKIDS (Buyer),Zhejiang Semir Garment (Buyer); Kiabi (Reported buyer),New Yorker (Buyer),Pimkie (part of Association Familiale Mulliez) (Reported buyer),TROLLKIDS (Buyer)",1,1,1,0,1,1,1,0,wonderful apparel,MM20250872NWETD,Wonderful Apparel Company Limited,90.0
World Apparel Knitting,1,2021-11-26,2000.0,"['Denial of leave', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",,0,0,1,0,1,1,0,0,world apparel knitting,,,
Xiang Rong Sports,1,2024-08-20,500.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Business-military collusion', 'Unsafe working conditions']",Olympia (Buyer),0,0,0,0,1,1,1,0,xiang rong sports,,,
Xida Home,1,2023-05-23,0.0,"['Harassment intimidation and abuse', 'Inhumane work rates and mandatory overtime']",,0,1,0,0,1,0,0,0,xida home,,,
Xinda Home Textile (Myanmar),1,2023-10-14,2000.0,['Reduced wages and wage theft'],,0,0,0,0,0,1,0,0,xinda home textile (myanmar),MM202306144AHR3,"XINDA HOME TEXTILE (MYANMAR) CO., LTD.",95.0
Xing Jia Footwear,3,2021-12-01,26.0,"['Attacks on freedom of association', 'Reduced wages and wage theft', 'Killings', 'Business-military collusion', 'Harassment intimidation and abuse', 'Imprisonment arrests & detention']",Justin Brands (Buyer),0,1,0,1,0,1,0,0,xing jia footwear,,,
